Seq,序號,類別,星等,旅宿名稱,縣市,鄉鎮,地址,電話,傳真,房間數,電子郵件,網址,郵遞區號,經度Lng,緯度Lat,資料序號Seq
135,135,旅館,,陽光大飯店中華館,高雄市,苓雅區,"802高雄市苓雅區中華四路75號1,3-12樓",07-3327988,07-3361445,58,hotelsunshine@hotelsunshine.com.tw,http://www.hotelsunshine.com.tw,802,120.301415,22.614514,135
136,136,旅館,,麗莎旅?,高雄市,鳳山區,830高雄市鳳山區鳳頂路547號,07-7553999,07-7535672,58,happygarden-motel@hotmail.com,http://www.happy-garden.com.tw/,830,120.3624444,22.6098891,136
137,137,旅館,,康瀚行旅,高雄市,前金區,801高雄市前金區七賢二路195號1至8樓,07-2112151,07-2618709,57,fo@khanhotel.com.tw,http://www.khanhotel.com.tw,801,120.294427,22.632597,137
138,138,旅館,,好地方大飯店三多館,高雄市,苓雅區,802高雄市苓雅區三多四路63號16樓之1,07-3320002,07-3311773,57,nicehotel.kao@gmail.com,,802,120.301666,22.612903,138
139,139,旅館,,梅花大飯店,高雄市,新興區,800高雄市新興區南華路188號,07-2373141,07-2358551,56,188meihua@gmail.com,,800,120.303214,22.635431,139
140,140,旅館,,南海大飯店,高雄市,前金區,801高雄市前金區新盛一街10號,07-2870191,07-2870199,56,nh2870198@kimo.com,,801,120.296652,22.630278,140
141,141,旅館,,昭來大飯店,高雄市,苓雅區,802高雄市苓雅區青年一路311號,07-3335111,07-3335116,56,jlhotel311@gmail.com,,802,120.302631,22.620049,141
142,142,旅館,,高雄文賓大飯店-駁二館,高雄市,鹽埕區,803高雄市鹽埕區大勇路22號,07-5612346,07-5338007,56,wenpin.hotel@msa.hinet.net,http://www.wenpin.com.tw,803,120.2826074,22.6210505,142
143,143,旅館,,瑞宮大飯店,高雄市,三民區,807高雄市三民區建國二路209號,07-2351141,07-2351145,56,,,807,120.305877,22.637469,143
144,144,旅館,,宮賞藝術大飯店,高雄市,新興區,800高雄市新興區林森一路237號,07-2399888,07-2388669,56,info@ksdhotel.com.tw,,800,120.3049386,22.6339457,144
145,145,旅館,,西悠巢旅高雄車站館,高雄市,三民區,807高雄市三民區安寧街454號3-9樓,07-3219999,-,56,,https://www.cuhotel.com.tw/Kaohsiung,807,120.301694,22.640596,145
146,146,旅館,,三多大飯店,高雄市,前鎮區,806高雄市前鎮區三多三路107號,07-3323210,07-3323208,55,qq771030@gmail.com,,806,120.311172,22.616031,146
147,147,旅館,,康橋商旅-高雄-中山八德館,高雄市,新興區,800高雄市新興區中山一路289號1至6樓,07-2883399,07-2883355,55,h022.hotel@msa.hinet.net,http://www.kindness-hotel.com.tw,800,120.3020849,22.6361769,147
148,148,旅館,,歌德商旅,高雄市,苓雅區,802高雄市苓雅區建國一路57號(1-7F)、55號(5-7F),07-7498666,07-7496333,54,goodnesshotel@yahoo.com,,802,120.338983,22.62959,148
149,149,旅館,,花季度假飯店,高雄市,田寮區,823高雄市田寮區南安里崗北路111號,07-6362288,07-6361198,54,apple_chao@springhill.com.tw,http://www.springhill.com.tw,823,120.357229,22.875632,149
150,150,旅館,,中山精品商旅,高雄市,新興區,800高雄市新興區中正四路6號2、3、4樓,07-2852520,07-2859195,51,,,800,120.301087,22.631362,150
151,151,旅館,,樂逸文旅-六合夜市棒球館,高雄市,新興區,800高雄市新興區南華路136號,07-2365500,07-2365522,50,lahotel2016@gmail.com,http://www.lahotel.com.tw,800,120.303097,22.633352,151
152,152,旅館,,比歐緻居,高雄市,新興區,800高雄市新興區中山一路14之26號,07-2817900,07-2817933,50,info@briohotel.com,http://www.briohotel.com,800,120.30162,22.626159,152
153,153,旅館,,秝芯旅店,高雄市,前金區,801高雄市前金區新盛一街55號,07-2877766,07-2865653,49,service@legendhotel.com.tw,,801,120.295931,22.631738,153
154,154,旅館,,金銀島汽車旅館-新富店,高雄市,鳳山區,830高雄市鳳山區大明路223號,07-7638933,07-7671302,49,kin.leng@msa.hinet.net,,830,120.3412737,22.61181,154
155,155,旅館,,世國商務旅館,高雄市,新興區,800高雄市新興區民主橫路64號,07-2876151,07-2886020,49,c0930939577@yahoo.com.tw,,800,120.301397,22.635154,155
156,156,旅館,,凱莎琳庭園大飯店,高雄市,前金區,801高雄市前金區文武三街145號,07-2152158,07-2512326,48,kp_hotel@yahoo.com.tw,,801,120.298378,22.620562,156
157,157,旅館,,苓雅大飯店,高雄市,苓雅區,802高雄市苓雅區四維四路69-1號,07-3341211,07-3341296,48,,,802,120.2987777,22.6152726,157
158,158,旅館,,簡單生活商務旅館,高雄市,前金區,801高雄市前金區中華三路189號2至7樓,07-2166868,07-2167858,48,simplylife79895208@gmail.com,http://www.simplelifehotel.com,801,120.294614,22.632133,158
159,159,旅館,,河畔文旅,高雄市,鹽埕區,803高雄市鹽埕區府北路50號2-9樓,07-5511666,07-5511777,48,theriverohotel@gmail.com,,803,120.285527,22.629389,159
160,160,旅館,,聖亞哥旅館,高雄市,前金區,801高雄市前金區明星街155號,07-2862933,07-2854113,48,sinyago2005@yahoo.com.tw,http://sinyago.ho.net.tw,801,120.296325,22.632517,160
161,161,旅館,,春天藝術飯店,高雄市,鳳山區,830高雄市鳳山區五甲一路364號1-7樓,07-7631027,07-7638132,48,spring7631027@gmail.com,http://www.spart-hotel.com.tw,830,120.350787,22.612757,161
162,162,旅館,,奇異果快捷旅店-高雄車站店,高雄市,三民區,807高雄市三民區大連街88號1-7樓,07-3130888,07-3111068,48,mg22@rate-inn.com,http://rs-kiwihotel.com/web/summary/50,807,120.305208,22.642243,162
163,163,旅館,,日光花園商務飯店,高雄市,新興區,800高雄市新興區民生一路77號1至7樓,07-2229898,07-2223803,48,sunhotel77@yahoo.com.tw,http://www.sunhotel77.com.tw,800,120.31217,22.62785,163
164,164,旅館,,太陽旅館,高雄市,岡山區,820高雄市岡山區中山北路26號5~7樓,07-6235280,-,48,,,820,120.299203,22.793787,164
165,165,旅館,,?˙泊思行旅,高雄市,鹽埕區,803高雄市鹽埕區七賢三路58號3樓~12樓,07-5517066,-,48,,http://www.hotellagom.com.tw/,803,120.2807562,22.6231571,165
166,166,旅館,,金鳳凰商務旅館,高雄市,鳳山區,830高雄市鳳山區博愛路607號,07-7481666,07-7105725,47,goldenphoenix1666@yahoo.com.tw,http://www.goldenphoenix.com.tw,830,120.360987,22.630562,166
167,167,旅館,,金建商務飯店,高雄市,小港區,812高雄市小港區飛機路459號2-9樓,07-8021655,07-8034955,47,jini0323@gmail.com,http://www.gj-hotel.com.tw/,812,120.349063,22.571947,167
168,168,旅館,,假期旅店,高雄市,新興區,800高雄市新興區中正四路72號,07-2887751,07-9697751,46,k1.jchotel@msa.hinet.net,http://www.holidayhotel.com.tw,800,120.299239,22.630673,168
169,169,旅館,,上陞商務旅館,高雄市,三民區,807高雄市三民區南華路231號,07-2380116,07-2365195,46,,,807,120.303587,22.637071,169
170,170,旅館,,紅舍客棧旅店,高雄市,前鎮區,806高雄市前鎮區林森三路94號5-9樓,07-3386555,07-3380020,46,redhotel55@gmail.com,,806,120.308164,22.612222,170
171,171,旅館,,帝王大飯店,高雄市,前金區,801高雄市前金區中華三路17號,07-2612197,07-2316178,45,hotel801a@gmail.com,,801,120.297976,22.62331,171
172,172,旅館,,金堡旅店,高雄市,三民區,807高雄市三民區港東里南華路224號1-6樓,07-2356677,07-2351133,45,jinbao168@yahoo.com.tw,,807,120.303275,22.636908,172
173,173,旅館,,SINGLE INN單人房,高雄市,新興區,800高雄市新興區林森一路267號地下一樓,07-2363256,07-2364889,45,service@singleinn.com.tw,,800,120.3047751,22.6363299,173
174,174,旅館,,雅泊汽車旅館,高雄市,鳥松區,833高雄市鳥松區忠誠路105號,07-7323300,07-7353489,45,,http://www.harportmotel.com,833,120.3590112,22.6570892,174
175,175,旅館,,碧港良居商旅西子灣二館,高雄市,鼓山區,804高雄市鼓山區哨船街14號地下室1樓、1、3至5樓,07-5331336,07-5331226,44,service2@watermarkhotel.com.tw,http://www.watermarkhotel.com.tw,804,120.268541,22.6179898,175
176,176,旅館,,康橋商旅-城市之星-漢神館,高雄市,前金區,801高雄市前金區中華四路290號,07-2815566,07-2815511,43,h011.hotel@msa.hinet.net,http://hanshen.kindness-hotel.com.tw/index.php,801,120.299764,22.619947,176
177,177,旅館,,瑞城別館,高雄市,三民區,807高雄市三民區建國三路36號,07-2865761,-,42,,,807,120.300448,22.63796,177
178,178,旅館,,金馬大飯店,高雄市,新興區,800高雄市新興區河南二路12號,07-2865141,07-2869128,42,riversd@seed.net.tw,http://www.riverside-hotel.com.tw/,800,120.300847,22.636623,178
179,179,旅館,,高第大飯店,高雄市,苓雅區,802高雄市苓雅區建民路37號,07-7119061,07-7112833,42,,,802,120.332979,22.628559,179
180,180,旅館,,麗馨麗登精品商旅七賢館,高雄市,前金區,801高雄市前金區市中一路229號1、3~8樓,07-2219911,07-2727158,42,hsaio2003@gmail.com,,801,120.289213,22.630767,180
181,181,旅館,,旅行家商旅,高雄市,三民區,807高雄市三民區河北二路50-7號,07-2867520,07-2867136,42,h2867520@gmail.com,,807,120.299802,22.637023,181
182,182,旅館,,小承輕旅,高雄市,新興區,800高雄市新興區中山一路145號1至4樓,07-2881212,07-2882323,42,reservation.kslt@hotelday.com.tw,,800,120.301781,22.63235,182
183,183,旅館,,展旺高雄行旅,高雄市,前金區,801高雄市前金區文武二街167號,07-2161188,07-2161166,42,54333125@hotel-leisure.com,,801,120.2952757,22.6284063,183
184,184,旅館,,華宏大飯店,高雄市,三民區,807高雄市三民區建國二路243號,07-2375523,-,41,2375526@gmail.com,,807,120.304634,22.637514,184
185,185,旅館,,代迪賓館,高雄市,橋頭區,825高雄市橋頭區橋頭里成功路57號8-11樓,07-6110268,-,40,,,825,120.309228,22.760056,185
186,186,旅館,,兆舍行旅,高雄市,前金區,801高雄市前金區七賢二路378號,07-2411745,-,40,zhaoshe0168@gmail.com,,801,120.289494,22.631282,186
187,187,旅館,,飛行家青年旅館,高雄市,苓雅區,802高雄市苓雅區仁義街2之4號B1.3F.5F,07-3387511,07-3387311,40,flyinn3387511@gmail.com,,802,120.303659,22.61469,187
188,188,旅館,,花鄉旅館巨蛋店,高雄市,左營區,813高雄市左營區正心街86號,07-5561166,07-5567348,39,kin.leng@msa.hinet.net,,813,120.304411,22.663855,188
189,189,旅館,,御宿汽車旅館中華館,高雄市,三民區,807高雄市三民區九如三路58號,07-3110959,07-3110959,39,royal2240022@yahoo.com.tw,https://www.royal-group.com.tw/,807,120.2901239,22.6425075,189
190,190,旅館,,崧泰旅店,高雄市,前金區,"801高雄市前金區五福三路79號6,7樓之1,2",07-2153468,07-2156157,38,sungtaihotel79@gmail.com,https://www.sungtai-hotel.com,801,120.296114,22.6212734,190
191,191,旅館,,情憶汽車旅館,高雄市,小港區,812高雄市小港區桂忠街5巷2號,07-7916060,07-7931383,37,m7916060@yahoo.com.tw,,812,120.357589,22.584301,191
192,192,旅館,,河堤戀館汽車旅館,高雄市,苓雅區,802高雄市苓雅區憲政路128號,07-2233288,07-2233788,37,service@riverhotel.com.tw,,802,120.324354,22.635922,192
193,193,旅館,,明誠日光精品旅館,高雄市,鼓山區,804高雄市鼓山區龍勝路318號,07-5552366,-,36,,,804,120.296025,22.660861,193
194,194,旅館,,御宿汽車旅館民族館,高雄市,三民區,807高雄市三民區堯山街51號1-2樓,07-3868988,07-3868988,36,royal2240022@yahoo.com.tw,,807,120.3161909,22.6416305,194
195,195,旅館,,城市商旅美麗島館,高雄市,新興區,800高雄市新興區民生一路328號1-7樓,07-2519888,07-2516777,36,information.kh@papawhale.com,http://www.citysuites.com.tw,800,120.304536,22.627638,195
196,196,旅館,,樂芙汽車旅館,高雄市,鼓山區,804高雄市鼓山區文信路311號,07-5551591,07-5551590,36,luvumotel@gmail.com,http://www.luvumotel.com,804,120.299681,22.664452,196
197,197,旅館,,承攜行旅-高雄新崛江,高雄市,新興區,800高雄市新興區五福二路198號2-7樓,07-2165566,07-2165511,36,,,800,120.3053272,22.6247493,197
198,198,旅館,,四季汽車旅館,高雄市,鼓山區,804高雄市鼓山區裕誠路1789號1-3樓,07-5523322,07-5548699,35,merryseasons@gmail.com,,804,120.294316,22.658681,198
199,199,旅館,,函館汽車旅館,高雄市,左營區,813高雄市左營區崇德路156號1-2樓,07-3490000,07-3490020,35,karohotel@gmail.com,,813,120.306582,22.67433,199
200,200,旅館,,打狗戀館,高雄市,小港區,812高雄市小港區港平路167號,07-8129988,07-8120789,35,takao.love.motel@gmail.com,http://www.takaomotel.com.tw,812,120.334826,22.564163,200
201,201,旅館,,和樂花園旅店,高雄市,前金區,801高雄市前金區榮安街35號1-7樓,07-2825888,07-2829899,35,joygarden35@gmail.com,,801,120.293845,22.63104,201
202,202,旅館,,御宿汽車旅館武營館,高雄市,鳳山區,830高雄市鳳山區武林路3號、5號,07-7719888,07-7719888,35,royal2240022@yahoo.com.tw,,830,120.336253,22.614281,202
203,203,旅館,,獅子王商務旅館,高雄市,前金區,801高雄市前金區允文街65號,07-215-9599,07-215-5590,35,lionking072159599@gmail.com,http://www.lionking.com.tw,801,120.2947057,22.6190697,203
204,204,旅館,,媚力泊旅館,高雄市,仁武區,814高雄市仁武區仁雄路451號,07-3713188,-,35,a7566.a4690@msa.hinet.net,,814,120.3348615,22.6739697,204
205,205,旅館,,遠悅飯店高雄愛河館,高雄市,三民區,807高雄市三民區市中一路314號1-5樓,0985-167039,03-5336527,34,cs0007@wininn.net,https://www.wininnhotel.com/2,807,120.2882239,22.6337291,205
206,206,旅館,,龍陽旅?,高雄市,楠梓區,811高雄市楠梓區楠都東街116號1-7樓,07-3512633,07-3525533,34,,,811,120.325715,22.724725,206
207,207,旅館,,藍色海岸賓館,高雄市,前鎮區,806高雄市前鎮區廣西路398號,07-3383501,07-3383503,34,bluecoast0303@gmail.com,http://www.bluecoast.com.tw/,806,120.311024,22.615077,207
208,208,旅館,,旅港汽車旅館,高雄市,小港區,812高雄市小港區宏平路93號,07-8063880,07-8063870,34,93motel@gmail.com,,812,120.36376,22.571202,208
209,209,旅館,,世紀旅店,高雄市,苓雅區,802高雄市苓雅區苓雅二路85-5號,07-3310111,-,33,,,802,120.299714,22.617393,209
210,210,旅館,,香堤晶典旅館,高雄市,小港區,812高雄市小港區宏平路579號,07-8035566,07-8032377,33,spa@chateau-motel.com.tw,,812,120.354064,22.569689,210
211,211,旅館,,歐閣精品旅館,高雄市,苓雅區,802高雄市苓雅區英明路268號,07-7247890,07-7132749,33,,,802,120.323553,22.62001,211
212,212,旅館,,華納不只是旅館-熱河店,高雄市,三民區,807高雄市三民區熱河二街222號,07-3123222,07-3130110,33,,,807,120.295864,22.644638,212
213,213,旅館,,紫園汽車旅館,高雄市,鳳山區,830高雄市鳳山區福祥街3號,07-8222589,07-8222660,33,purple.motel@msa.hinet.net,,830,120.324282,22.591491,213
214,214,旅館,,麗馨麗登汽車旅館,高雄市,鳳山區,830高雄市鳳山區文鳳路96號,07-7775036,07-7775038,33,hsaio2003@gmail.com,,830,120.349093,22.642464,214
215,215,旅館,,花鄉旅館,高雄市,左營區,813高雄市左營區文智路95號,07-3470111,07-3484901,32,huaxiang0004@gmail.com,http://www.kin-lengmotel.com.tw/,813,120.2974673,22.67628357,215
216,216,旅館,,香堤精品旅館,高雄市,大寮區,831高雄市大寮區中庄里仁愛路52號,07-7026606,07-7023278,32,spa@cahteaumotel.com.tw,http://www.chateau-motel.com.tw/ezcatfiles/sc22/homepage/504/index.html,831,120.394905,22.636241,216
217,217,旅館,,盈春汽車旅館,高雄市,仁武區,814高雄市仁武區安樂一街368號,07-3741379,07-3733415,32,,,814,120.351017,22.708838,217
218,218,旅館,,雄旺237旅館,高雄市,鹽埕區,803高雄市鹽埕區七賢三路229號1至3樓,07-5218237,07-5317237,32,h237.hotel@gmail.com,https://www.facebook.com/Hotel237/,803,120.2817476,22.6294784,218
219,219,旅館,,香格里拉旅館,高雄市,三民區,807高雄市三民區建國二路208號,07-2356007,07-2371313,31,a235607.hotel@msa.hinet.net,,807,120.306523,22.637675,219
220,220,旅館,,西北大旅社,高雄市,新興區,800高雄市新興區八德二路27號,07-2859909,-,31,a0927039377@gmail.com,,800,120.30052,22.635862,220
221,221,旅館,,三多旅店-玫瑰青年館,高雄市,苓雅區,802高雄市苓雅區青年二路95號1-6樓,07-2691788,07-537,31,qq771030@gmail.com,,802,120.298476,22.618625,221
222,222,旅館,,御宿汽車旅館博愛館,高雄市,鼓山區,804高雄市鼓山區龍德路2號,07-5551901,07-5551901,31,royal2240022@yahoo.com.tw,,804,120.295655,22.660967,222
223,223,旅館,,簡愛汽車旅館,高雄市,鳳山區,830高雄市鳳山區錦田路161號,07-8419999,07-8224051,31,merryseasons@gmail.com,,830,120.331478,22.594538,223
224,224,旅館,,玫瑰花園汽車旅館,高雄市,旗山區,842高雄市旗山區東平里東圳巷9-8號,07-6629898,07-6622021,31,orange6623268@yahoo.com.tw,,842,120.500962,22.88073,224
225,225,旅館,,麗登精品汽車旅館,高雄市,鳳山區,830高雄市鳳山區保安1街3號,07-7963999,-,31,hsaio2003@gmail.com,http://leesinggroup.com/leedonmotel/,830,120.339515,22.594508,225
226,226,旅館,,印水涵汽車旅館,高雄市,湖內區,829高雄市湖內區湖中路165號,07-6998800,07-6997075,31,,,829,120.2239045,22.9055061,226
227,227,旅館,,帕鉑舍旅旅店,高雄市,三民區,807高雄市三民區重慶街1之2、1之3號1~8樓,07-3110869,07-3120567,30,papoa9990@gmail.com,http://papoa-hotel.com,807,120.30171,22.640728,227
228,228,旅館,,種子商旅,高雄市,苓雅區,802高雄市苓雅區光華一路148之42號,07-7240011,07-7240022,30,seedhotel@gmail.com,,802,120.316026,22.623345,228
229,229,旅館,,巴中聖淘沙旅館,高雄市,鹽埕區,803高雄市鹽埕區七賢二路423號10樓之1、2，11樓、12樓,07-5335158,-,30,,,803,120.28561,22.629572,229
230,230,旅館,,凱莉都汽車旅館,高雄市,楠梓區,811高雄市楠梓區大學7街236號,07-5918988,-,30,,,811,120.288854,22.728344,230
231,231,旅館,,御宿汽車旅館建國館,高雄市,苓雅區,802高雄市苓雅區建國一路155號,07-7261200,07-7261200,30,royal2240022@yahoo.com.tw,,802,120.328884,22.632725,231
232,232,旅館,,克來旅館,高雄市,鳳山區,830高雄市鳳山區五甲一路130號,07-7469692,-,30,hsuklai100@gmail.com,,830,120.356397,22.620359,232
233,233,旅館,,華水亭汽車旅館,高雄市,鳳山區,830高雄市鳳山區園茂路62號,07-7927477,07-7921010,30,merryseasons@gmail.com,,830,120.357432,22.591024,233
234,234,旅館,,泓揚精緻商旅,高雄市,新興區,800高雄市新興區七賢二路74號5、6、10樓,07-2855696,07-2853033,30,bamboo.hotel2014@gmail.com,,800,120.299385,22.634582,234
235,235,旅館,,香堤文旅,高雄市,楠梓區,811高雄市楠梓區興楠路355巷82弄1號,07-3535799,07-3528692,29,,,811,120.332329,22.728003,235
236,236,旅館,,愛之旅商務汽車旅館,高雄市,岡山區,820高雄市岡山區岡山北路152號,07-6245599,07-6244041,29,,,820,120.280329,22.812664,236
237,237,旅館,,花鄉旅館大寮店,高雄市,大寮區,831高雄市大寮區翁園里光明路三段397號,07-7813752,07-7198221,29,kin.leng@msa.hinet.net,,831,120.411948,22.622276,237
238,238,旅館,,御宿汽車旅館明誠館,高雄市,鼓山區,804高雄市鼓山區龍勝路333號,07-5505501,07-5505501,28,royal2240022@yahoo.com.tw,,804,120.295775,22.660951,238
239,239,旅館,,金銀島汽車旅館-仁武店,高雄市,仁武區,814高雄市仁武區大灣里大豐街51號,07-3723200,07-3743873,28,kin.leng@msa.hinet.net,,814,120.337093,22.675493,239
240,240,旅館,,歐閣精品汽車旅館-鳳山館,高雄市,鳳山區,830高雄市鳳山區過埤路127號,07-7923992,07-7923906,28,,,830,120.364785,22.589493,240
241,241,旅館,,藏玉精品旅館,高雄市,岡山區,820高雄市岡山區中山北路202號,07-6229999,07-6235922,28,royal.secret@msa.hinet.net,http://www.royalsecretmotel.com.tw,820,120.296165,22.7987821,241
242,242,旅館,,威尼斯汽車旅館,高雄市,苓雅區,802高雄市苓雅區學源街40號,07-9665858,07-9667000,28,venicemotel@gmail.com,http://www.venicemotel.com.tw/,802,120.315253,22.61979,242
243,243,旅館,,薩維思酒店,高雄市,前金區,801高雄市前金區五福三路38號,07-5503623,07-5505125,28,,,801,120.2998831,22.6228557,243
244,244,旅館,,新崛江商旅,高雄市,苓雅區,802高雄市苓雅區林森二路73號1-8樓,07-3386238,07-3389370,27,belle.huang@dunqian.tw,http://newrisehotel.com/,802,120.306339,22.620599,244
245,245,旅館,,鴻來商務旅館,高雄市,三民區,807高雄市三民區河北二路100號6樓,07-2852526,07-2852023,27,,,807,120.297916,22.636593,245
246,246,旅館,,歐美商務汽車旅館,高雄市,湖內區,829高雄市湖內區葉厝里湖中路460巷26號,07-6998178,07-6997299,27,,,829,120.214586,22.9061072,246
247,247,旅館,,湖畔汽車旅館,高雄市,鳥松區,833高雄市鳥松區鳥松里忠孝路21號,07-7352988,07-7352978,27,,,833,120.3631673,22.6577802,247
248,248,旅館,,儂來旅館,高雄市,新興區,800高雄市新興區林森一路267號3樓,07-2364747,07-2379044,26,Nonlai168@yahoo.com.tw,,800,120.304984,22.636274,248
249,249,旅館,,麗池汽車旅館,高雄市,左營區,813高雄市左營區重義路11號1-2樓,07-3459677,07-3459677,26,,,813,120.313167,22.685536,249
250,250,旅館,,御宿汽車旅館楠梓館,高雄市,楠梓區,811高雄市楠梓區興西路145號,07-3516699,07-3516699,26,royal2240022@yahoo.com.tw,,811,120.333224,22.728522,250
251,251,旅館,,博愛春風時尚旅館,高雄市,左營區,813高雄市左營區重上街117號,07-3453758,07-3452792,26,,,813,120.305439,22.675474,251
252,252,旅館,,假期汽車旅館,高雄市,大社區,815高雄市大社區保舍里保舍甲路98號,07-3523333,-,26,,,815,120.347652,22.746215,252
253,253,旅館,,花鄉戀館楠梓店,高雄市,楠梓區,811高雄市楠梓區興泰街55號,07-3659921,07-3659068,26,kin.leng@msa.hinet.net,,811,120.2848873,22.7164367,253
254,254,旅館,,捷舍環保文旅,高雄市,新興區,800高雄市新興區中山一路240號11樓之1至3、5至12、16,07-2361666,07-2361690,26,merryseasons@gmail.com,http://www.seasonsgroup.com.tw/r10hotel/,800,120.3540771,22.6160742,254
255,255,旅館,,賀凱大旅社,高雄市,林園區,832高雄市林園區東林里林園北路70巷3號,07-6412824,-,25,,,832,120.395911,22.505103,255
256,256,旅館,,楓墅汽車商務旅館,高雄市,岡山區,820高雄市岡山區本洲里本工三路1號,07-6242255,07-6243355,25,mv.motel@msa.hinet.net,,820,120.2751537,22.8092115,256
257,257,旅館,,萬酈精品旅館,高雄市,三民區,807高雄市三民區河北二路100號5樓,07-2857333,07-2865833,25,,,807,120.2976901,22.63667,257
258,258,旅館,,慕夏Motel,高雄市,苓雅區,802高雄市苓雅區身修路2號,07-7171668,07-7171549,24,fg6322@gmail.com,,802,120.328965,22.63002,258
259,259,旅館,,華城大旅社,高雄市,楠梓區,811高雄市楠梓區加昌路273-2號,07-3612670,-,24,,,811,120.313131,22.72087,259
260,260,旅館,,花鄉商旅左營館,高雄市,左營區,813高雄市左營區左營大路22號5-7樓,07-5882797,07-5880455,24,kin.leng@msa.hinet.net,http://www.kin-lengmotel.com.tw/,813,120.288109,22.680835,260
261,261,旅館,,日光河堤時尚旅店,高雄市,前金區,801高雄市前金區光復二街191號,07-2411177,07-2411176,24,riverbankhotel1@gmail.com,,801,120.291204,22.62202,261
262,262,旅館,,愛菲爾汽車旅館,高雄市,湖內區,829高雄市湖內區湖東里中山路一段143-1號,07-6937988,07-6937998,24,,,829,120.2496335,22.8782584,262
263,263,旅館,,林圓商務汽車旅館,高雄市,林園區,"832高雄市林園區東林里沿海路二段28,30號",07-6419696,07-6423131,24,merryseasons@gmail.com,,832,120.399655,22.501119,263
264,264,旅館,,春吉大旅社,高雄市,旗山區,842高雄市旗山區復新東街6號,07-6613816,-,24,,,842,120.4834731,22.8849129,264
265,265,旅館,,冒煙的喬就是公寓旅店,高雄市,鹽埕區,803高雄市鹽埕區五福四路91號2至5樓,07-5210987,07-5215688,24,joes-service@smokeyjoes-hotel.com.tw,http://www.smokeyjoes-hotel.com.tw/yancheng/,803,120.285661,22.622343,265
266,266,旅館,,旅捷商務旅館,高雄市,苓雅區,802高雄市苓雅區三多四路63號17樓之5,0932-551620,-,24,ljhotel9@gmail.com,,802,120.301689,22.613098,266
267,267,旅館,,八五亞太旅店,高雄市,苓雅區,802高雄市苓雅區三多四路63號17樓之2、之3,0930-056780,-,24,lovekh168@yahoo.com,,802,120.2997868,22.6126428,267
268,268,旅館,,月緹旅館,高雄市,左營區,813高雄市左營區高雄市左營區新慶路20巷22號2至7樓,0905-185599,-,24,m7465123@gmail.com,,813,120.298394,22.670094,268
269,269,旅館,,鮪魚家族飯店鹽埕館,高雄市,鹽埕區,"803高雄市鹽埕區莒光街198,200號1-7樓",07-5215477,07-5215465,23,bigeye_reception@fishhotel.com.tw,,803,120.285324,22.624546,269
270,270,旅館,,花鄉戀館-大昌店,高雄市,三民區,807高雄市三民區皓東路78號,07-3816800,07-3955735,23,kin.leng@msa.hinet.net,,807,120.332972,22.64818,270
271,271,旅館,,璟宸商務旅館,高雄市,楠梓區,811高雄市楠梓區隆昌里軍校路800號8樓,07-3651333,07-3633300,23,jingchen.hotel@gmail.com,,811,120.292694,22.710474,271
272,272,旅館,,凱麗賓館,高雄市,岡山區,820高雄市岡山區民有路1號9-12樓,07-6232563-5,07-6232128,23,,,820,120.299077,22.792332,272
273,273,旅館,,藝宿家客棧,高雄市,新興區,800高雄市新興區自立一路66之6號5樓,07-2850995,07-2850995,22,,,800,120.297294,22.63588,273
274,274,旅館,,陽明汽車旅館,高雄市,三民區,807高雄市三民區褒揚街189號,07-3891197,07-3964565,22,merryseasons@gmail.com,,807,120.340454,22.640985,274
275,275,旅館,,薇風情汽車旅館,高雄市,三民區,807高雄市三民區自由一路179號,07-3236635,07-3236519,22,motel.w5688@yahoo.com.tw,http://www.wemotel.com.tw/,807,120.308911,22.648967,275
276,276,旅館,,亞歷山大汽車旅館,高雄市,鳳山區,830高雄市鳳山區華興街2號,07-7217000,07-7519874,22,a0925957759@gmail.com,,830,120.336277,22.602665,276
277,277,旅館,,NL概念商旅,高雄市,鳳山區,830高雄市鳳山區鳳山區文衡路18號,07-7462536,07-7903035,22,world.hotel@msa.hinet.net,http://www.nlconcepthotel.com.tw,830,120.358002,22.632636,277
278,278,旅館,,華賓大旅社,高雄市,三民區,807高雄市三民區南華路221號,07-2358800,07-2350975,21,happyhotel2009@yahoo.com.tw,http://www.happyhotel.com.tw,807,120.303522,22.636845,278
279,279,旅館,,西子灣汽車旅館,高雄市,鳳山區,830高雄市鳳山區和平路36號,07-7482220,07-7429222,21,,,830,120.35959,22.632009,279
280,280,旅館,,花鄉商旅,高雄市,左營區,813高雄市左營區左營大路22號2-4樓,07-5882797,07-5880455,21,kin.leng@msa.hinet.net,,813,120.288109,22.680836,280
281,281,旅館,,華大大飯店,高雄市,新興區,800高雄市新興區六合一路158號7至8樓,07-2352352,-,21,peitsan@yahoo.com,,800,120.3034181,22.633074,281
282,282,旅館,,美麗道商旅,高雄市,新興區,800高雄市新興區中正三路99-2號,07-2161999,07-2162999,21,beautyavenueinn@gmail.com,,800,120.306877,22.63114,282
283,283,旅館,,秧秧微旅,高雄市,新興區,800高雄市新興區中山一路14號12樓,07-2315020,07-2315115,21,jezreelinn@gmail.com,http://www.fscebook.com/JezreelinnJI/,800,120.3017,22.626335,283
284,284,旅館,,中和旅社,高雄市,三民區,807高雄市三民區建國三路41號,07-2863436,-,20,,,807,120.30118,22.637551,284
